map_seed,repetition,steps,success,terminated,truncated,complete,base_return,shaped_return,noop_steps
300008,2,32,0,0,1,1,-0.3200000000000001,0.0056000000000001465,8
300008,3,32,0,0,1,1,-0.3200000000000001,0.016400000000000192,15
300008,4,28,1,1,0,1,0.72,0.9664000000000001,8
300008,5,32,0,0,1,1,-0.3200000000000001,-0.027999999999999914,7
300008,6,32,0,0,1,1,-0.3200000000000001,0.0020000000000000573,12
300008,7,32,0,0,1,1,-0.3200000000000001,-0.0375999999999999,16
300008,8,20,1,1,0,1,0.7999999999999999,1.0308000000000002,6
300008,9,16,1,1,0,1,0.84,1.054,2
300008,10,32,0,0,1,1,-0.3200000000000001,-0.012399999999999856,11
300008,11,32,0,0,1,1,-0.3200000000000001,-0.005199999999999844,12
300008,12,32,0,0,1,1,-0.3200000000000001,0.017600000000000116,14
300008,13,32,0,0,1,1,-0.3200000000000001,-0.009999999999999884,6
300008,14,32,0,0,1,1,-0.3200000000000001,-0.005199999999999885,12
300008,15,32,0,0,1,1,-0.3200000000000001,-0.012399999999999856,9
300009,0,4,1,1,0,1,0.96,1.0448,2
300009,1,3,1,1,0,1,0.97,1.0536,1
300009,2,13,1,1,0,1,0.87,0.9776,5
300009,3,32,0,0,1,1,-0.3200000000000001,-0.12240000000000001,5
300009,4,15,1,1,0,1,0.85,0.9624,5
300009,5,32,0,0,1,1,-0.3200000000000001,-0.1475999999999999,13
300009,6,32,0,0,1,1,-0.3200000000000001,-0.12359999999999995,7
300009,7,19,1,1,0,1,0.8099999999999999,0.9464000000000001,5
300009,8,6,1,1,0,1,0.94,1.0332000000000001,2
300009,9,32,0,0,1,1,-0.3200000000000001,-0.16319999999999996,9
300009,10,3,1,1,0,1,0.97,1.0536,1
300009,11,32,0,0,1,1,-0.3200000000000001,-0.11039999999999987,14
300009,12,32,0,0,1,1,-0.3200000000000001,-0.11279999999999979,9
300009,13,8,1,1,0,1,0.9199999999999999,1.0228000000000002,2
300009,14,12,1,1,0,1,0.88,1.0008000000000001,4
300009,15,6,1,1,0,1,0.94,1.0332000000000001,0
300010,0,32,0,0,1,1,-0.3200000000000001,0.03720000000000012,13
300010,1,27,1,1,0,1,0.73,1.032,6
300010,2,32,0,0,1,1,-0.3200000000000001,-0.02159999999999994,7
300010,3,32,0,0,1,1,-0.3200000000000001,0.004800000000000068,7
300010,4,32,0,0,1,1,-0.3200000000000001,0.05640000000000012,24
300010,5,12,1,1,0,1,0.88,1.1124,3
300010,6,32,0,0,1,1,-0.3200000000000001,0.03240000000000012,16
300010,7,20,1,1,0,1,0.7999999999999999,1.0696,5
300010,8,32,0,0,1,1,-0.3200000000000001,0.01680000000000012,10
300010,9,32,0,0,1,1,-0.3200000000000001,0.02280000000000014,11
300010,10,32,0,0,1,1,-0.3200000000000001,0.015600000000000086,9
